channel,message_id,subscribers,channel_type,published_at,checkpoint_min,measured_at,actual_age_min,views,reactions,forwards,source
varzesh3,298677,1296635,sport,2026-08-01T19:51:40+00:00,5,2026-08-01T19:57:51.419127+00:00,6.09,15442,0,2,telegram
varzesh3,298677,1296635,sport,2026-08-01T19:51:40+00:00,10,2026-08-01T20:03:03.331429+00:00,11.28,23695,0,2,telegram
varzesh3,298677,1296635,sport,2026-08-01T19:51:40+00:00,20,2026-08-01T20:12:10.159692+00:00,20.4,35044,0,2,telegram
varzesh3,298677,1296635,sport,2026-08-01T19:51:40+00:00,30,2026-08-01T20:22:34.272695+00:00,30.8,45395,0,36,telegram
varzesh3,298677,1296635,sport,2026-08-01T19:51:40+00:00,1440,2026-08-02T20:13:28.447513+00:00,1460.93,220586,0,76,telegram
farsna,453932,1816267,general_news,2026-08-01T19:52:22+00:00,5,2026-08-01T19:58:01.667569+00:00,5.39,1997,0,0,telegram
farsna,453932,1816267,general_news,2026-08-01T19:52:22+00:00,10,2026-08-01T20:03:13.625188+00:00,10.58,3292,0,1,telegram
farsna,453932,1816267,general_news,2026-08-01T19:52:22+00:00,20,2026-08-01T20:13:39.245679+00:00,21.0,5888,0,11,telegram
farsna,453932,1816267,general_news,2026-08-01T19:52:22+00:00,30,2026-08-01T20:22:44.443827+00:00,30.1,6904,0,11,telegram
farsna,453932,1816267,general_news,2026-08-01T19:52:22+00:00,1440,2026-08-02T20:13:29.802822+00:00,1460.23,17170,0,11,telegram
eghtesadonline,354066,75241,economy,2026-08-01T19:53:01+00:00,5,2026-08-01T19:59:10.662793+00:00,6.03,932,13,15,telegram
eghtesadonline,354066,75241,economy,2026-08-01T19:53:01+00:00,10,2026-08-01T20:04:22.680137+00:00,11.23,1756,21,19,telegram
eghtesadonline,354066,75241,economy,2026-08-01T19:53:01+00:00,20,2026-08-01T20:13:30.012127+00:00,20.35,2468,28,22,telegram
eghtesadonline,354066,75241,economy,2026-08-01T19:53:01+00:00,30,2026-08-01T20:23:53.146672+00:00,30.74,3173,34,22,telegram
eghtesadonline,354066,75241,economy,2026-08-01T19:53:01+00:00,1440,2026-08-02T20:13:31.221346+00:00,1459.58,8773,59,33,telegram
akharinkhabar,623733,1943342,general_news,2026-08-01T19:54:35+00:00,5,2026-08-01T20:00:34.816216+00:00,5.76,5139,0,0,telegram
akharinkhabar,623733,1943342,general_news,2026-08-01T19:54:35+00:00,10,2026-08-01T20:05:47.554835+00:00,10.98,8212,0,0,telegram
akharinkhabar,623733,1943342,general_news,2026-08-01T19:54:35+00:00,20,2026-08-01T20:14:53.960890+00:00,20.09,14309,0,34,telegram
akharinkhabar,623733,1943342,general_news,2026-08-01T19:54:35+00:00,30,2026-08-01T20:25:16.870417+00:00,30.47,18398,0,34,telegram
akharinkhabar,623733,1943342,general_news,2026-08-01T19:54:35+00:00,1440,2026-08-02T20:13:34.178729+00:00,1458.01,56195,0,59,telegram
tweetfrsi,21574,664291,entertainment,2026-08-01T19:55:07+00:00,5,2026-08-01T20:00:30.400273+00:00,5.23,1223,73,9,telegram
tweetfrsi,21574,664291,entertainment,2026-08-01T19:55:07+00:00,10,2026-08-01T20:05:43.142935+00:00,10.45,1926,106,17,telegram
tweetfrsi,21574,664291,entertainment,2026-08-01T19:55:07+00:00,20,2026-08-01T20:16:08.269352+00:00,20.85,2719,147,25,telegram
tweetfrsi,21574,664291,entertainment,2026-08-01T19:55:07+00:00,30,2026-08-01T20:26:31.295472+00:00,31.23,3391,186,31,telegram
tweetfrsi,21574,664291,entertainment,2026-08-01T19:55:07+00:00,1440,2026-08-02T20:13:32.797041+00:00,1457.48,22313,633,102,telegram
khabarfouri,555742,4823154,general_news,2026-08-01T19:56:02+00:00,5,2026-08-01T20:01:42.122232+00:00,5.61,4085,0,0,telegram
khabarfouri,555742,4823154,general_news,2026-08-01T19:56:02+00:00,10,2026-08-01T20:06:54.843660+00:00,10.83,8154,0,0,telegram
khabarfouri,555742,4823154,general_news,2026-08-01T19:56:02+00:00,20,2026-08-01T20:17:20.351190+00:00,21.25,13223,0,0,telegram
khabarfouri,555742,4823154,general_news,2026-08-01T19:56:02+00:00,30,2026-08-01T20:26:24.349796+00:00,30.32,15264,0,0,telegram
khabarfouri,555742,4823154,general_news,2026-08-01T19:56:02+00:00,1440,2026-08-02T20:13:35.559905+00:00,1456.56,55251,0,12,telegram
tweetychannel,409392,775496,social_entertainment,2026-08-01T19:56:08+00:00,5,2026-08-01T20:01:51.111672+00:00,5.51,4073,19,2,telegram
tweetychannel,409392,775496,social_entertainment,2026-08-01T19:56:08+00:00,10,2026-08-01T20:07:03.829448+00:00,10.73,6113,28,2,telegram
tweetychannel,409392,775496,social_entertainment,2026-08-01T19:56:08+00:00,20,2026-08-01T20:17:29.181927+00:00,21.15,9132,43,36,telegram
tweetychannel,409392,775496,social_entertainment,2026-08-01T19:56:08+00:00,30,2026-08-01T20:26:34.654212+00:00,30.22,10144,51,36,telegram
tweetychannel,409392,775496,social_entertainment,2026-08-01T19:56:08+00:00,1440,2026-08-02T20:13:36.944649+00:00,1456.46,21564,121,111,telegram
khabarfouri,555743,4823154,general_news,2026-08-01T19:56:31+00:00,5,2026-08-01T20:01:42.121491+00:00,5.13,5095,0,0,telegram
khabarfouri,555743,4823154,general_news,2026-08-01T19:56:31+00:00,10,2026-08-01T20:06:54.843012+00:00,10.34,8152,0,0,telegram
khabarfouri,555743,4823154,general_news,2026-08-01T19:56:31+00:00,20,2026-08-01T20:17:20.350318+00:00,20.77,13235,0,0,telegram
khabarfouri,555743,4823154,general_news,2026-08-01T19:56:31+00:00,30,2026-08-01T20:27:44.901611+00:00,31.17,16285,0,0,telegram
khabarfouri,555743,4823154,general_news,2026-08-01T19:56:31+00:00,1440,2026-08-02T20:13:39.747269+00:00,1456.08,56426,0,1,telegram
footballiapp,493040,49780,sport,2026-08-01T19:57:20+00:00,5,2026-08-01T20:03:01.857336+00:00,5.61,333,3,5,telegram
footballiapp,493040,49780,sport,2026-08-01T19:57:20+00:00,10,2026-08-01T20:08:14.192407+00:00,10.83,484,6,5,telegram
footballiapp,493040,49780,sport,2026-08-01T19:57:20+00:00,20,2026-08-01T20:18:39.478957+00:00,21.25,671,8,8,telegram
footballiapp,493040,49780,sport,2026-08-01T19:57:20+00:00,30,2026-08-01T20:27:46.672672+00:00,30.35,794,9,8,telegram
footballiapp,493040,49780,sport,2026-08-01T19:57:20+00:00,1440,2026-08-02T20:13:41.135466+00:00,1455.26,1723,14,12,telegram
khabarfouri,555744,4823154,general_news,2026-08-01T19:57:45+00:00,5,2026-08-01T20:03:00.252605+00:00,5.2,4082,0,1,telegram
khabarfouri,555744,4823154,general_news,2026-08-01T19:57:45+00:00,10,2026-08-01T20:08:12.650183+00:00,10.41,8150,0,1,telegram
khabarfouri,555744,4823154,general_news,2026-08-01T19:57:45+00:00,20,2026-08-01T20:18:37.962107+00:00,20.83,12221,0,1,telegram
khabarfouri,555744,4823154,general_news,2026-08-01T19:57:45+00:00,30,2026-08-01T20:29:03.941236+00:00,31.25,16279,0,1,telegram
khabarfouri,555744,4823154,general_news,2026-08-01T19:57:45+00:00,1440,2026-08-02T20:13:38.324927+00:00,1454.84,56161,0,1,telegram
tweetychannel,409393,775496,social_entertainment,2026-08-01T19:58:09+00:00,5,2026-08-01T20:04:28.268369+00:00,6.1,4077,35,0,telegram
tweetychannel,409393,775496,social_entertainment,2026-08-01T19:58:09+00:00,10,2026-08-01T20:08:21.501657+00:00,10.01,6110,39,0,telegram
tweetychannel,409393,775496,social_entertainment,2026-08-01T19:58:09+00:00,20,2026-08-01T20:18:46.767296+00:00,20.43,9129,49,0,telegram
tweetychannel,409393,775496,social_entertainment,2026-08-01T19:58:09+00:00,30,2026-08-01T20:29:13.300752+00:00,30.85,10144,54,0,telegram
tweetychannel,409393,775496,social_entertainment,2026-08-01T19:58:09+00:00,1440,2026-08-02T20:13:42.499877+00:00,1454.44,22001,68,0,telegram
farsna,453933,1816267,general_news,2026-08-01T19:59:20+00:00,5,2026-08-01T20:05:50.470773+00:00,6.23,2295,0,20,telegram
farsna,453933,1816267,general_news,2026-08-01T19:59:20+00:00,10,2026-08-01T20:09:43.667953+00:00,10.12,3590,0,20,telegram
farsna,453933,1816267,general_news,2026-08-01T19:59:20+00:00,20,2026-08-01T20:20:08.721588+00:00,20.54,5913,0,30,telegram
farsna,453933,1816267,general_news,2026-08-01T19:59:20+00:00,30,2026-08-01T20:30:37.079308+00:00,30.99,6904,0,30,telegram
farsna,453933,1816267,general_news,2026-08-01T19:59:20+00:00,1440,2026-08-02T20:13:46.646505+00:00,1453.26,17468,0,57,telegram
persiantwix,9527,1049188,entertainment,2026-08-01T20:00:00+00:00,5,2026-08-01T20:05:44.614676+00:00,5.57,4290,699,30,telegram
persiantwix,9527,1049188,entertainment,2026-08-01T20:00:00+00:00,10,2026-08-01T20:10:56.447751+00:00,10.75,6122,974,40,telegram
persiantwix,9527,1049188,entertainment,2026-08-01T20:00:00+00:00,20,2026-08-01T20:21:20.810557+00:00,21.17,8582,1301,60,telegram
persiantwix,9527,1049188,entertainment,2026-08-01T20:00:00+00:00,30,2026-08-01T20:30:30.961457+00:00,30.32,10108,1522,60,telegram
persiantwix,9527,1049188,entertainment,2026-08-01T20:00:00+00:00,1440,2026-08-02T20:13:43.920026+00:00,1452.59,39349,3809,172,telegram
tweetychannel,409394,775496,social_entertainment,2026-08-01T20:00:16+00:00,5,2026-08-01T20:05:46.111332+00:00,5.3,3069,64,1,telegram
tweetychannel,409394,775496,social_entertainment,2026-08-01T20:00:16+00:00,10,2026-08-01T20:10:57.892327+00:00,10.48,6101,79,1,telegram
tweetychannel,409394,775496,social_entertainment,2026-08-01T20:00:16+00:00,20,2026-08-01T20:21:22.264158+00:00,20.9,8125,90,1,telegram
tweetychannel,409394,775496,social_entertainment,2026-08-01T20:00:16+00:00,30,2026-08-01T20:30:32.428296+00:00,30.06,9141,96,1,telegram
tweetychannel,409394,775496,social_entertainment,2026-08-01T20:00:16+00:00,1440,2026-08-02T20:13:45.289693+00:00,1452.33,20994,140,17,telegram
footballiapp,493041,49780,sport,2026-08-01T20:00:29+00:00,5,2026-08-01T20:05:38.791639+00:00,5.08,273,1,2,telegram
footballiapp,493041,49780,sport,2026-08-01T20:00:29+00:00,10,2026-08-01T20:10:50.124120+00:00,10.26,428,1,2,telegram
footballiapp,493041,49780,sport,2026-08-01T20:00:29+00:00,20,2026-08-01T20:21:14.938583+00:00,20.68,672,1,2,telegram
footballiapp,493041,49780,sport,2026-08-01T20:00:29+00:00,30,2026-08-01T20:31:44.039936+00:00,31.15,766,1,2,telegram
footballiapp,493041,49780,sport,2026-08-01T20:00:29+00:00,1440,2026-08-02T20:13:48.045903+00:00,1452.11,1620,4,3,telegram
tweetychannel,409395,775496,social_entertainment,2026-08-01T20:01:01+00:00,5,2026-08-01T20:07:03.829402+00:00,5.84,4074,1,0,telegram
tweetychannel,409395,775496,social_entertainment,2026-08-01T20:01:01+00:00,10,2026-08-01T20:12:16.334400+00:00,11.05,6088,0,0,telegram
tweetychannel,409395,775496,social_entertainment,2026-08-01T20:01:01+00:00,20,2026-08-01T20:21:22.264133+00:00,20.15,7109,0,0,telegram
tweetychannel,409395,775496,social_entertainment,2026-08-01T20:01:01+00:00,30,2026-08-01T20:31:52.257084+00:00,30.62,9128,1,0,telegram
tweetychannel,409396,775496,social_entertainment,2026-08-01T20:01:01+00:00,5,2026-08-01T20:07:03.829292+00:00,5.84,4079,7,0,telegram
tweetychannel,409396,775496,social_entertainment,2026-08-01T20:01:01+00:00,10,2026-08-01T20:12:16.334365+00:00,11.05,6150,70,0,telegram
tweetychannel,409396,775496,social_entertainment,2026-08-01T20:01:01+00:00,20,2026-08-01T20:21:22.264105+00:00,20.15,8174,70,0,telegram
tweetychannel,409396,775496,social_entertainment,2026-08-01T20:01:01+00:00,30,2026-08-01T20:31:52.257061+00:00,30.62,10197,74,0,telegram
eghtesadonline,354067,75241,economy,2026-08-01T20:01:46+00:00,5,2026-08-01T20:06:59.290403+00:00,5.09,1085,12,3,telegram
eghtesadonline,354067,75241,economy,2026-08-01T20:01:46+00:00,10,2026-08-01T20:12:11.647412+00:00,10.3,1549,20,5,telegram
eghtesadonline,354067,75241,economy,2026-08-01T20:01:46+00:00,20,2026-08-01T20:22:35.701326+00:00,20.7,2438,29,8,telegram
eghtesadonline,354067,75241,economy,2026-08-01T20:01:46+00:00,30,2026-08-01T20:33:07.256444+00:00,31.21,2837,31,8,telegram
eghtesadonline,354067,75241,economy,2026-08-01T20:01:46+00:00,1440,2026-08-02T20:13:53.631433+00:00,1450.83,8379,55,8,telegram
eghtesadonline,354068,75241,economy,2026-08-01T20:02:08+00:00,5,2026-08-01T20:08:17.189594+00:00,6.03,1212,8,1,telegram
eghtesadonline,354068,75241,economy,2026-08-01T20:02:08+00:00,10,2026-08-01T20:13:30.011705+00:00,11.24,1611,11,1,telegram
eghtesadonline,354068,75241,economy,2026-08-01T20:02:08+00:00,20,2026-08-01T20:22:35.701274+00:00,20.33,2439,13,1,telegram
eghtesadonline,354068,75241,economy,2026-08-01T20:02:08+00:00,30,2026-08-01T20:33:07.256408+00:00,30.84,2839,13,1,telegram
eghtesadonline,354068,75241,economy,2026-08-01T20:02:08+00:00,1440,2026-08-02T20:13:52.181913+00:00,1450.46,8256,28,1,telegram
tweetychannel,409397,775496,social_entertainment,2026-08-01T20:03:01+00:00,5,2026-08-01T20:08:21.500882+00:00,5.14,4069,22,0,telegram
tweetychannel,409397,775496,social_entertainment,2026-08-01T20:03:01+00:00,10,2026-08-01T20:13:34.674343+00:00,10.35,6090,37,1,telegram
tweetychannel,409397,775496,social_entertainment,2026-08-01T20:03:01+00:00,20,2026-08-01T20:23:57.542397+00:00,20.74,8115,45,1,telegram
tweetychannel,409397,775496,social_entertainment,2026-08-01T20:03:01+00:00,30,2026-08-01T20:34:31.264404+00:00,31.28,9134,49,1,telegram
tweetychannel,409397,775496,social_entertainment,2026-08-01T20:03:01+00:00,1440,2026-08-02T20:13:59.495406+00:00,1449.58,21108,76,1,telegram
tweetychannel,409398,775496,social_entertainment,2026-08-01T20:03:10+00:00,5,2026-08-01T20:09:39.225061+00:00,6.29,5072,126,35,telegram
tweetychannel,409398,775496,social_entertainment,2026-08-01T20:03:10+00:00,10,2026-08-01T20:13:34.674198+00:00,10.2,6086,158,36,telegram
tweetychannel,409398,775496,social_entertainment,2026-08-01T20:03:10+00:00,20,2026-08-01T20:23:57.542167+00:00,20.59,8112,193,70,telegram
tweetychannel,409398,775496,social_entertainment,2026-08-01T20:03:10+00:00,30,2026-08-01T20:34:31.264044+00:00,31.13,10132,214,70,telegram
tweetychannel,409398,775496,social_entertainment,2026-08-01T20:03:10+00:00,1440,2026-08-02T20:13:58.138301+00:00,1449.43,21154,381,106,telegram
eghtesadonline,354069,75241,economy,2026-08-01T20:03:30+00:00,5,2026-08-01T20:09:34.714555+00:00,5.95,1088,12,2,telegram
eghtesadonline,354069,75241,economy,2026-08-01T20:03:30+00:00,10,2026-08-01T20:14:48.197548+00:00,11.17,1611,17,3,telegram
eghtesadonline,354069,75241,economy,2026-08-01T20:03:30+00:00,20,2026-08-01T20:23:53.146077+00:00,20.26,2314,19,3,telegram
eghtesadonline,354069,75241,economy,2026-08-01T20:03:30+00:00,30,2026-08-01T20:34:26.324965+00:00,30.8,2745,19,4,telegram
eghtesadonline,354069,75241,economy,2026-08-01T20:03:30+00:00,1440,2026-08-02T20:13:56.379209+00:00,1449.09,8084,32,5,telegram
footballiapp,493042,49780,sport,2026-08-01T20:03:39+00:00,5,2026-08-01T20:09:31.800760+00:00,5.8,304,4,1,telegram
footballiapp,493042,49780,sport,2026-08-01T20:03:39+00:00,10,2026-08-01T20:14:45.152319+00:00,11.02,491,4,1,telegram
footballiapp,493042,49780,sport,2026-08-01T20:03:39+00:00,20,2026-08-01T20:23:50.267289+00:00,20.11,705,5,3,telegram
footballiapp,493042,49780,sport,2026-08-01T20:03:39+00:00,30,2026-08-01T20:34:23.265536+00:00,30.65,798,6,3,telegram
footballiapp,493042,49780,sport,2026-08-01T20:03:39+00:00,1440,2026-08-02T20:13:55.006448+00:00,1448.94,1719,14,6,telegram
tweetychannel,409399,775496,social_entertainment,2026-08-01T20:05:07+00:00,5,2026-08-01T20:10:57.892244+00:00,5.63,4073,16,0,telegram
tweetychannel,409399,775496,social_entertainment,2026-08-01T20:05:07+00:00,10,2026-08-01T20:16:11.357715+00:00,10.85,5092,24,1,telegram
tweetychannel,409399,775496,social_entertainment,2026-08-01T20:05:07+00:00,20,2026-08-01T20:26:34.654124+00:00,21.23,8117,31,1,telegram
tweetychannel,409399,775496,social_entertainment,2026-08-01T20:05:07+00:00,30,2026-08-01T20:35:49.836601+00:00,30.5,9132,34,1,telegram
tweetychannel,409399,775496,social_entertainment,2026-08-01T20:05:07+00:00,1440,2026-08-02T20:14:02.221230+00:00,1447.48,20564,65,1,telegram
tweetychannel,409400,775496,social_entertainment,2026-08-01T20:05:08+00:00,5,2026-08-01T20:10:57.892117+00:00,5.61,4072,148,34,telegram
tweetychannel,409400,775496,social_entertainment,2026-08-01T20:05:08+00:00,10,2026-08-01T20:16:11.357676+00:00,10.83,6092,192,35,telegram
tweetychannel,409400,775496,social_entertainment,2026-08-01T20:05:08+00:00,20,2026-08-01T20:26:34.654093+00:00,21.22,8120,233,69,telegram
tweetychannel,409400,775496,social_entertainment,2026-08-01T20:05:08+00:00,30,2026-08-01T20:35:49.836527+00:00,30.48,9137,262,69,telegram
tweetychannel,409400,775496,social_entertainment,2026-08-01T20:05:08+00:00,1440,2026-08-02T20:14:00.859270+00:00,1447.46,20797,492,108,telegram
farsna,453934,1816267,general_news,2026-08-01T20:05:19+00:00,5,2026-08-01T20:11:02.497970+00:00,5.43,2618,0,2,telegram
farsna,453934,1816267,general_news,2026-08-01T20:05:19+00:00,10,2026-08-01T20:16:15.863335+00:00,10.65,3951,0,2,telegram
farsna,453934,1816267,general_news,2026-08-01T20:05:19+00:00,20,2026-08-01T20:26:39.939565+00:00,21.03,5582,0,12,telegram
farsna,453934,1816267,general_news,2026-08-01T20:05:19+00:00,30,2026-08-01T20:35:54.572458+00:00,30.3,6594,0,12,telegram
farsna,453934,1816267,general_news,2026-08-01T20:05:19+00:00,1440,2026-08-02T20:14:03.602937+00:00,1447.28,17066,0,25,telegram
tweetychannel,409401,775496,social_entertainment,2026-08-01T20:06:09+00:00,5,2026-08-01T20:12:16.334272+00:00,5.91,4065,2,72,telegram
tweetychannel,409401,775496,social_entertainment,2026-08-01T20:06:09+00:00,10,2026-08-01T20:17:29.181838+00:00,11.13,6091,4,106,telegram
tweetychannel,409401,775496,social_entertainment,2026-08-01T20:06:09+00:00,20,2026-08-01T20:26:34.654064+00:00,20.2,8116,4,140,telegram
tweetychannel,409401,775496,social_entertainment,2026-08-01T20:06:09+00:00,30,2026-08-01T20:37:08.720789+00:00,30.78,9131,5,174,telegram
tweetychannel,409401,775496,social_entertainment,2026-08-01T20:06:09+00:00,1440,2026-08-02T20:14:06.319595+00:00,1446.44,20193,14,372,telegram
tweetychannel,409402,775496,social_entertainment,2026-08-01T20:06:35+00:00,5,2026-08-01T20:12:16.333388+00:00,5.48,3058,280,1,telegram
tweetychannel,409402,775496,social_entertainment,2026-08-01T20:06:35+00:00,10,2026-08-01T20:17:29.181816+00:00,10.7,5089,339,1,telegram
tweetychannel,409402,775496,social_entertainment,2026-08-01T20:06:35+00:00,20,2026-08-01T20:27:54.371293+00:00,21.1,8114,403,36,telegram
tweetychannel,409402,775496,social_entertainment,2026-08-01T20:06:35+00:00,30,2026-08-01T20:37:08.720702+00:00,30.35,9127,438,36,telegram
farsna,453935,1816267,general_news,2026-08-01T20:07:34+00:00,5,2026-08-01T20:13:39.245318+00:00,5.8,2312,0,10,telegram
farsna,453935,1816267,general_news,2026-08-01T20:07:34+00:00,10,2026-08-01T20:18:51.165578+00:00,11.01,4243,0,10,telegram
farsna,453935,1816267,general_news,2026-08-01T20:07:34+00:00,20,2026-08-01T20:27:59.059324+00:00,20.12,5916,0,20,telegram
farsna,453935,1816267,general_news,2026-08-01T20:07:34+00:00,30,2026-08-01T20:38:32.185316+00:00,30.68,6887,0,20,telegram
farsna,453935,1816267,general_news,2026-08-01T20:07:34+00:00,1440,2026-08-02T20:14:07.680022+00:00,1445.03,17949,0,48,telegram
khabarfouri,555745,4823154,general_news,2026-08-01T20:08:43+00:00,5,2026-08-01T20:14:43.655479+00:00,5.96,5083,0,0,telegram
khabarfouri,555745,4823154,general_news,2026-08-01T20:08:43+00:00,10,2026-08-01T20:19:55.651028+00:00,11.16,7144,0,0,telegram
khabarfouri,555745,4823154,general_news,2026-08-01T20:08:43+00:00,20,2026-08-01T20:29:03.940832+00:00,20.29,11200,0,34,telegram
khabarfouri,555745,4823154,general_news,2026-08-01T20:08:43+00:00,30,2026-08-01T20:39:36.803330+00:00,30.84,14256,0,35,telegram
khabarfouri,555745,4823154,general_news,2026-08-01T20:08:43+00:00,1440,2026-08-02T20:14:09.043034+00:00,1443.88,58371,0,55,telegram
footballiapp,493043,49780,sport,2026-08-01T20:10:02+00:00,5,2026-08-01T20:16:03.179687+00:00,5.93,339,1,3,telegram
footballiapp,493043,49780,sport,2026-08-01T20:10:02+00:00,10,2026-08-01T20:21:14.938553+00:00,11.13,521,2,3,telegram
footballiapp,493043,49780,sport,2026-08-01T20:10:02+00:00,20,2026-08-01T20:30:24.795259+00:00,20.29,675,4,3,telegram
footballiapp,493043,49780,sport,2026-08-01T20:10:02+00:00,30,2026-08-01T20:40:57.409868+00:00,30.84,767,5,3,telegram
footballiapp,493043,49780,sport,2026-08-01T20:10:02+00:00,1440,2026-08-02T20:14:11.845978+00:00,1442.56,1658,13,6,telegram
footballiapp,493044,49780,sport,2026-08-01T20:10:07+00:00,5,2026-08-01T20:16:03.179563+00:00,5.85,368,6,5,telegram
footballiapp,493044,49780,sport,2026-08-01T20:10:07+00:00,10,2026-08-01T20:21:14.938528+00:00,11.05,639,8,5,telegram
footballiapp,493044,49780,sport,2026-08-01T20:10:07+00:00,20,2026-08-01T20:30:24.795234+00:00,20.21,823,9,5,telegram
footballiapp,493044,49780,sport,2026-08-01T20:10:07+00:00,30,2026-08-01T20:40:57.409845+00:00,30.76,885,10,6,telegram
footballiapp,493044,49780,sport,2026-08-01T20:10:07+00:00,1440,2026-08-02T20:14:10.452620+00:00,1442.48,1795,19,12,telegram
tweetychannel,409403,775496,social_entertainment,2026-08-01T20:10:18+00:00,5,2026-08-01T20:16:11.357361+00:00,5.67,3054,89,35,telegram
tweetychannel,409403,775496,social_entertainment,2026-08-01T20:10:18+00:00,10,2026-08-01T20:21:22.263928+00:00,10.87,5077,132,69,telegram
tweetychannel,409403,775496,social_entertainment,2026-08-01T20:10:18+00:00,20,2026-08-01T20:30:32.428204+00:00,20.02,7109,178,69,telegram
tweetychannel,409403,775496,social_entertainment,2026-08-01T20:10:18+00:00,30,2026-08-01T20:41:05.298331+00:00,30.57,9119,206,103,telegram
tweetychannel,409403,775496,social_entertainment,2026-08-01T20:10:18+00:00,1440,2026-08-02T20:14:13.211191+00:00,1442.29,19614,458,158,telegram
tweetychannel,409404,775496,social_entertainment,2026-08-01T20:12:08+00:00,5,2026-08-01T20:17:29.181780+00:00,5.15,4058,8,36,telegram
tweetychannel,409404,775496,social_entertainment,2026-08-01T20:12:08+00:00,10,2026-08-01T20:22:40.042682+00:00,10.33,6082,14,71,telegram
tweetychannel,409404,775496,social_entertainment,2026-08-01T20:12:08+00:00,20,2026-08-01T20:33:11.967373+00:00,20.84,8108,19,105,telegram
tweetychannel,409404,775496,social_entertainment,2026-08-01T20:12:08+00:00,30,2026-08-01T20:42:23.554009+00:00,30.05,9115,21,105,telegram
tweetychannel,409404,775496,social_entertainment,2026-08-01T20:12:08+00:00,1440,2026-08-02T20:14:20.295055+00:00,1440.46,22599,71,253,telegram
tweetychannel,409405,775496,social_entertainment,2026-08-01T20:12:08+00:00,5,2026-08-01T20:17:29.181755+00:00,5.15,4059,56,1,telegram
tweetychannel,409405,775496,social_entertainment,2026-08-01T20:12:08+00:00,10,2026-08-01T20:22:40.042648+00:00,10.33,6087,82,35,telegram
tweetychannel,409405,775496,social_entertainment,2026-08-01T20:12:08+00:00,20,2026-08-01T20:33:11.967343+00:00,20.84,9133,108,36,telegram
tweetychannel,409405,775496,social_entertainment,2026-08-01T20:12:08+00:00,30,2026-08-01T20:42:23.553981+00:00,30.05,10142,119,36,telegram
tweetychannel,409405,775496,social_entertainment,2026-08-01T20:12:08+00:00,1440,2026-08-02T20:14:18.854367+00:00,1440.46,23272,261,61,telegram
tweetychannel,409406,775496,social_entertainment,2026-08-01T20:12:08+00:00,5,2026-08-01T20:17:29.181626+00:00,5.15,4063,0,1,telegram
tweetychannel,409406,775496,social_entertainment,2026-08-01T20:12:08+00:00,10,2026-08-01T20:22:40.042611+00:00,10.33,6089,0,1,telegram
tweetychannel,409406,775496,social_entertainment,2026-08-01T20:12:08+00:00,20,2026-08-01T20:33:11.967311+00:00,20.84,9131,0,36,telegram
tweetychannel,409406,775496,social_entertainment,2026-08-01T20:12:08+00:00,30,2026-08-01T20:42:23.553950+00:00,30.05,10141,0,36,telegram
tweetychannel,409406,775496,social_entertainment,2026-08-01T20:12:08+00:00,1440,2026-08-02T20:14:17.477837+00:00,1440.46,22030,0,60,telegram
tweetychannel,409407,775496,social_entertainment,2026-08-01T20:12:09+00:00,5,2026-08-01T20:17:29.181516+00:00,5.13,4065,241,36,telegram
tweetychannel,409407,775496,social_entertainment,2026-08-01T20:12:09+00:00,10,2026-08-01T20:22:40.041796+00:00,10.31,6091,305,37,telegram
tweetychannel,409407,775496,social_entertainment,2026-08-01T20:12:09+00:00,20,2026-08-01T20:33:11.967149+00:00,20.82,10140,391,71,telegram
tweetychannel,409407,775496,social_entertainment,2026-08-01T20:12:09+00:00,30,2026-08-01T20:42:23.553864+00:00,30.04,11147,424,71,telegram
tweetychannel,409407,775496,social_entertainment,2026-08-01T20:12:09+00:00,1440,2026-08-02T20:14:16.045613+00:00,1440.44,22610,769,132,telegram
eghtesadonline,354070,75241,economy,2026-08-01T20:12:16+00:00,5,2026-08-01T20:17:24.810019+00:00,5.02,775,2,1,telegram
eghtesadonline,354070,75241,economy,2026-08-01T20:12:16+00:00,10,2026-08-01T20:22:35.699763+00:00,10.2,1357,2,2,telegram
eghtesadonline,354070,75241,economy,2026-08-01T20:12:16+00:00,20,2026-08-01T20:33:07.255849+00:00,20.71,1879,4,3,telegram
eghtesadonline,354070,75241,economy,2026-08-01T20:12:16+00:00,30,2026-08-01T20:43:37.451582+00:00,31.22,2616,5,4,telegram
eghtesadonline,354070,75241,economy,2026-08-01T20:12:16+00:00,1440,2026-08-02T20:14:14.637583+00:00,1440.33,8292,16,7,telegram
farsna,453936,1816267,general_news,2026-08-01T20:13:04+00:00,5,2026-08-01T20:18:51.165115+00:00,5.51,2305,0,10,telegram
farsna,453936,1816267,general_news,2026-08-01T20:13:04+00:00,10,2026-08-01T20:24:01.939649+00:00,10.69,3631,0,10,telegram
farsna,453936,1816267,general_news,2026-08-01T20:13:04+00:00,20,2026-08-01T20:34:35.894105+00:00,21.23,5296,0,11,telegram
farsna,453936,1816267,general_news,2026-08-01T20:13:04+00:00,30,2026-08-01T20:43:46.478799+00:00,30.42,6263,0,11,telegram
farsna,453936,1816267,general_news,2026-08-01T20:13:04+00:00,1440,2026-08-02T20:45:00.511046+00:00,1471.37,17693,0,23,telegram
akharinkhabar,623734,1943342,general_news,2026-08-01T20:13:19+00:00,5,2026-08-01T20:18:48.201506+00:00,5.26,6115,0,0,telegram
