channel,message_id,subscribers,channel_type,published_at,checkpoint_min,measured_at,actual_age_min,views,reactions,forwards,source
thezoomit,98267,129359,technology,2026-08-02T14:00:13+00:00,20,2026-08-02T14:20:31.567145+00:00,20.31,1291,12,4,telegram
thezoomit,98267,129359,technology,2026-08-02T14:00:13+00:00,30,2026-08-02T14:31:28.584592+00:00,31.26,1762,20,4,telegram
tweetychannel,409608,774907,social_entertainment,2026-08-02T14:00:38+00:00,5,2026-08-02T14:06:31.936046+00:00,5.7,1027,36,0,telegram
tweetychannel,409608,774907,social_entertainment,2026-08-02T14:00:38+00:00,10,2026-08-02T14:11:41.715383+00:00,10.86,3053,45,0,telegram
tweetychannel,409608,774907,social_entertainment,2026-08-02T14:00:38+00:00,20,2026-08-02T14:22:00.294777+00:00,21.18,5074,59,0,telegram
tweetychannel,409608,774907,social_entertainment,2026-08-02T14:00:38+00:00,30,2026-08-02T14:31:40.083322+00:00,30.84,6094,68,0,telegram
eghtesadonline,354150,75239,economy,2026-08-02T14:01:24+00:00,5,2026-08-02T14:07:44.854382+00:00,6.22,498,1,0,telegram
eghtesadonline,354150,75239,economy,2026-08-02T14:01:24+00:00,10,2026-08-02T14:11:37.345698+00:00,10.1,680,1,1,telegram
eghtesadonline,354150,75239,economy,2026-08-02T14:01:24+00:00,20,2026-08-02T14:21:55.982292+00:00,20.41,1401,2,1,telegram
eghtesadonline,354150,75239,economy,2026-08-02T14:01:24+00:00,30,2026-08-02T14:31:35.766931+00:00,30.07,1741,2,3,telegram
footballiapp,493140,49742,sport,2026-08-02T14:03:01+00:00,5,2026-08-02T14:08:59.160219+00:00,5.89,127,0,3,telegram
footballiapp,493140,49742,sport,2026-08-02T14:03:01+00:00,10,2026-08-02T14:14:09.337218+00:00,11.06,188,1,3,telegram
footballiapp,493140,49742,sport,2026-08-02T14:03:01+00:00,20,2026-08-02T14:23:10.375363+00:00,20.08,339,1,3,telegram
footballiapp,493140,49742,sport,2026-08-02T14:03:01+00:00,30,2026-08-02T14:34:07.392844+00:00,31.03,432,2,3,telegram
tweetychannel,409609,774907,social_entertainment,2026-08-02T14:03:01+00:00,5,2026-08-02T14:09:06.913238+00:00,5.89,10,4,0,telegram
tweetychannel,409609,774907,social_entertainment,2026-08-02T14:03:01+00:00,10,2026-08-02T14:14:16.921796+00:00,11.06,1016,5,0,telegram
tweetychannel,409609,774907,social_entertainment,2026-08-02T14:03:01+00:00,20,2026-08-02T14:23:17.396728+00:00,20.08,1022,6,0,telegram
tweetychannel,409609,774907,social_entertainment,2026-08-02T14:03:01+00:00,30,2026-08-02T14:34:14.549851+00:00,31.03,2030,7,0,telegram
varzesh3,298719,1296311,sport,2026-08-02T14:05:44+00:00,5,2026-08-02T14:11:35.862861+00:00,5.76,10374,0,1,telegram
varzesh3,298719,1296311,sport,2026-08-02T14:05:44+00:00,10,2026-08-02T14:16:45.622135+00:00,10.93,16622,0,2,telegram
varzesh3,298719,1296311,sport,2026-08-02T14:05:44+00:00,20,2026-08-02T14:27:43.212600+00:00,21.89,27024,0,2,telegram
varzesh3,298719,1296311,sport,2026-08-02T14:05:44+00:00,30,2026-08-02T14:36:43.068269+00:00,30.89,35303,0,2,telegram
tweetychannel,409610,774907,social_entertainment,2026-08-02T14:07:10+00:00,5,2026-08-02T14:12:59.256899+00:00,5.62,1034,1,0,telegram
tweetychannel,409610,774907,social_entertainment,2026-08-02T14:07:10+00:00,10,2026-08-02T14:18:08.528010+00:00,10.78,3051,2,0,telegram
tweetychannel,409610,774907,social_entertainment,2026-08-02T14:07:10+00:00,20,2026-08-02T14:27:49.021534+00:00,20.46,5077,3,0,telegram
tweetychannel,409610,774907,social_entertainment,2026-08-02T14:07:10+00:00,30,2026-08-02T14:38:05.616212+00:00,30.74,6091,5,0,telegram
tweetychannel,409611,774907,social_entertainment,2026-08-02T14:09:08+00:00,5,2026-08-02T14:15:34.143593+00:00,6.24,2034,68,0,telegram
tweetychannel,409611,774907,social_entertainment,2026-08-02T14:09:08+00:00,10,2026-08-02T14:19:25.865116+00:00,10.1,3050,85,34,telegram
tweetychannel,409611,774907,social_entertainment,2026-08-02T14:09:08+00:00,20,2026-08-02T14:30:22.975326+00:00,21.06,5076,112,35,telegram
tweetychannel,409611,774907,social_entertainment,2026-08-02T14:09:08+00:00,30,2026-08-02T14:39:22.560154+00:00,30.05,6084,131,35,telegram
farsna,454055,1804817,general_news,2026-08-02T14:11:03+00:00,5,2026-08-02T14:16:55.589701+00:00,5.61,1339,0,1,telegram
farsna,454055,1804817,general_news,2026-08-02T14:11:03+00:00,10,2026-08-02T14:22:04.513847+00:00,10.76,2040,0,11,telegram
farsna,454055,1804817,general_news,2026-08-02T14:11:03+00:00,20,2026-08-02T14:31:44.397217+00:00,20.42,3388,0,11,telegram
farsna,454055,1804817,general_news,2026-08-02T14:11:03+00:00,30,2026-08-02T14:42:01.319189+00:00,30.71,4385,0,11,telegram
eghtesadonline,354151,75239,economy,2026-08-02T14:11:49+00:00,5,2026-08-02T14:18:04.219000+00:00,6.13,684,5,2,telegram
eghtesadonline,354151,75239,economy,2026-08-02T14:11:49+00:00,10,2026-08-02T14:23:13.227708+00:00,11.28,995,7,4,telegram
eghtesadonline,354151,75239,economy,2026-08-02T14:11:49+00:00,20,2026-08-02T14:32:53.003440+00:00,20.94,1396,8,6,telegram
eghtesadonline,354151,75239,economy,2026-08-02T14:11:49+00:00,30,2026-08-02T14:43:10.943212+00:00,31.23,1890,9,7,telegram
akharinkhabar,623844,1959423,general_news,2026-08-02T14:12:38+00:00,5,2026-08-02T14:18:09.969275+00:00,5.31,2068,0,0,telegram
akharinkhabar,623844,1959423,general_news,2026-08-02T14:12:38+00:00,10,2026-08-02T14:23:18.781168+00:00,10.46,4118,0,0,telegram
akharinkhabar,623844,1959423,general_news,2026-08-02T14:12:38+00:00,20,2026-08-02T14:32:58.755895+00:00,20.13,7173,0,0,telegram
akharinkhabar,623844,1959423,general_news,2026-08-02T14:12:38+00:00,30,2026-08-02T14:43:16.510462+00:00,30.41,9235,0,0,telegram
footballiapp,493141,49742,sport,2026-08-02T14:12:52+00:00,5,2026-08-02T14:18:01.354906+00:00,5.08,121,0,1,telegram
footballiapp,493141,49742,sport,2026-08-02T14:12:52+00:00,10,2026-08-02T14:23:10.374818+00:00,10.23,182,0,1,telegram
footballiapp,493141,49742,sport,2026-08-02T14:12:52+00:00,20,2026-08-02T14:34:07.392466+00:00,21.18,307,0,2,telegram
footballiapp,493141,49742,sport,2026-08-02T14:12:52+00:00,30,2026-08-02T14:43:08.127905+00:00,30.18,432,0,3,telegram
akharinkhabar,623845,1959423,general_news,2026-08-02T14:13:04+00:00,5,2026-08-02T14:19:27.344453+00:00,6.17,3070,0,0,telegram
akharinkhabar,623845,1959423,general_news,2026-08-02T14:13:04+00:00,10,2026-08-02T14:23:18.780863+00:00,10.03,5112,0,0,telegram
akharinkhabar,623845,1959423,general_news,2026-08-02T14:13:04+00:00,20,2026-08-02T14:34:15.940849+00:00,20.98,8180,0,1,telegram
akharinkhabar,623845,1959423,general_news,2026-08-02T14:13:04+00:00,30,2026-08-02T14:44:33.784277+00:00,31.28,10243,0,1,telegram
akharinkhabar,623846,1959423,general_news,2026-08-02T14:13:49+00:00,5,2026-08-02T14:19:27.344444+00:00,5.42,3067,0,1,telegram
akharinkhabar,623846,1959423,general_news,2026-08-02T14:13:49+00:00,10,2026-08-02T14:24:35.956592+00:00,10.56,5113,0,1,telegram
akharinkhabar,623846,1959423,general_news,2026-08-02T14:13:49+00:00,20,2026-08-02T14:34:15.940834+00:00,20.23,8177,0,1,telegram
akharinkhabar,623846,1959423,general_news,2026-08-02T14:13:49+00:00,30,2026-08-02T14:44:33.784263+00:00,30.53,10241,0,1,telegram
akharinkhabar,623847,1959423,general_news,2026-08-02T14:13:49+00:00,5,2026-08-02T14:19:27.344407+00:00,5.42,3063,0,1,telegram
akharinkhabar,623847,1959423,general_news,2026-08-02T14:13:49+00:00,10,2026-08-02T14:24:35.956575+00:00,10.56,5123,0,1,telegram
akharinkhabar,623847,1959423,general_news,2026-08-02T14:13:49+00:00,20,2026-08-02T14:34:15.939862+00:00,20.23,8215,0,1,telegram
akharinkhabar,623847,1959423,general_news,2026-08-02T14:13:49+00:00,30,2026-08-02T14:44:33.784023+00:00,30.53,10247,0,1,telegram
tweetychannel,409612,774907,social_entertainment,2026-08-02T14:14:01+00:00,5,2026-08-02T14:19:25.865066+00:00,5.22,2033,68,0,telegram
tweetychannel,409612,774907,social_entertainment,2026-08-02T14:14:01+00:00,10,2026-08-02T14:24:34.551046+00:00,10.36,3045,84,0,telegram
tweetychannel,409612,774907,social_entertainment,2026-08-02T14:14:01+00:00,20,2026-08-02T14:34:14.549824+00:00,20.03,5073,108,0,telegram
tweetychannel,409612,774907,social_entertainment,2026-08-02T14:14:01+00:00,30,2026-08-02T14:44:32.371100+00:00,30.33,7086,118,0,telegram
tweetychannel,409613,774907,social_entertainment,2026-08-02T14:14:01+00:00,5,2026-08-02T14:19:25.864141+00:00,5.22,2034,0,0,telegram
tweetychannel,409613,774907,social_entertainment,2026-08-02T14:14:01+00:00,10,2026-08-02T14:24:34.550677+00:00,10.36,3047,0,0,telegram
tweetychannel,409613,774907,social_entertainment,2026-08-02T14:14:01+00:00,20,2026-08-02T14:34:14.549731+00:00,20.03,5075,0,0,telegram
tweetychannel,409613,774907,social_entertainment,2026-08-02T14:14:01+00:00,30,2026-08-02T14:44:32.370511+00:00,30.33,7085,0,0,telegram
tweetychannel,409614,774907,social_entertainment,2026-08-02T14:17:10+00:00,5,2026-08-02T14:23:17.396518+00:00,5.93,2032,46,1,telegram
tweetychannel,409614,774907,social_entertainment,2026-08-02T14:17:10+00:00,10,2026-08-02T14:27:49.021510+00:00,10.46,3050,58,36,telegram
tweetychannel,409614,774907,social_entertainment,2026-08-02T14:17:10+00:00,20,2026-08-02T14:38:05.616164+00:00,20.74,5069,76,36,telegram
tweetychannel,409614,774907,social_entertainment,2026-08-02T14:17:10+00:00,30,2026-08-02T14:48:23.688676+00:00,31.03,6088,92,36,telegram
akharinkhabar,623848,1959423,general_news,2026-08-02T14:18:54+00:00,5,2026-08-02T14:24:35.955445+00:00,5.48,3076,0,0,telegram
akharinkhabar,623848,1959423,general_news,2026-08-02T14:18:54+00:00,10,2026-08-02T14:29:07.459400+00:00,10.01,5114,0,0,telegram
akharinkhabar,623848,1959423,general_news,2026-08-02T14:18:54+00:00,20,2026-08-02T14:39:23.991122+00:00,20.29,7199,0,0,telegram
akharinkhabar,623848,1959423,general_news,2026-08-02T14:18:54+00:00,30,2026-08-02T14:49:42.434728+00:00,30.59,9231,0,0,telegram
akharinkhabar,623849,1959423,general_news,2026-08-02T14:19:40+00:00,5,2026-08-02T14:25:53.400294+00:00,6.0,3085,0,1,telegram
akharinkhabar,623849,1959423,general_news,2026-08-02T14:19:40+00:00,10,2026-08-02T14:30:24.371835+00:00,10.52,5152,0,1,telegram
akharinkhabar,623849,1959423,general_news,2026-08-02T14:19:40+00:00,20,2026-08-02T14:40:41.382131+00:00,20.8,8207,0,1,telegram
akharinkhabar,623849,1959423,general_news,2026-08-02T14:19:40+00:00,30,2026-08-02T14:50:59.604989+00:00,31.11,10241,0,1,telegram
digiato,111018,111106,technology,2026-08-02T14:20:23+00:00,5,2026-08-02T14:25:42.054757+00:00,5.29,691,19,8,telegram
digiato,111018,111106,technology,2026-08-02T14:20:23+00:00,10,2026-08-02T14:31:30.046890+00:00,11.09,1067,30,14,telegram
digiato,111018,111106,technology,2026-08-02T14:20:23+00:00,20,2026-08-02T14:40:29.848236+00:00,20.09,1445,45,17,telegram
digiato,111018,111106,technology,2026-08-02T14:20:23+00:00,30,2026-08-02T14:50:48.243198+00:00,30.39,1791,57,23,telegram
akharinkhabar,623850,1959423,general_news,2026-08-02T14:21:02+00:00,5,2026-08-02T14:27:50.512183+00:00,6.59,3077,0,0,telegram
akharinkhabar,623850,1959423,general_news,2026-08-02T14:21:02+00:00,10,2026-08-02T14:31:41.581237+00:00,10.44,5136,0,0,telegram
akharinkhabar,623850,1959423,general_news,2026-08-02T14:21:02+00:00,20,2026-08-02T14:41:58.451513+00:00,20.72,8195,0,0,telegram
akharinkhabar,623850,1959423,general_news,2026-08-02T14:21:02+00:00,30,2026-08-02T14:52:16.704027+00:00,31.03,10232,0,0,telegram
akharinkhabar,623851,1959423,general_news,2026-08-02T14:21:26+00:00,5,2026-08-02T14:27:50.511966+00:00,6.19,3068,0,0,telegram
akharinkhabar,623851,1959423,general_news,2026-08-02T14:21:26+00:00,10,2026-08-02T14:31:41.581070+00:00,10.04,5107,0,0,telegram
akharinkhabar,623851,1959423,general_news,2026-08-02T14:21:26+00:00,20,2026-08-02T14:41:58.451039+00:00,20.32,8193,0,0,telegram
akharinkhabar,623851,1959423,general_news,2026-08-02T14:21:26+00:00,30,2026-08-02T14:52:16.703814+00:00,30.63,10239,0,0,telegram
tweetychannel,409615,774907,social_entertainment,2026-08-02T14:21:53+00:00,5,2026-08-02T14:27:49.021218+00:00,5.74,2036,60,35,telegram
tweetychannel,409615,774907,social_entertainment,2026-08-02T14:21:53+00:00,10,2026-08-02T14:32:57.182369+00:00,10.88,3055,80,35,telegram
tweetychannel,409615,774907,social_entertainment,2026-08-02T14:21:53+00:00,20,2026-08-02T14:43:15.118962+00:00,21.16,5066,99,70,telegram
tweetychannel,409615,774907,social_entertainment,2026-08-02T14:21:53+00:00,30,2026-08-02T14:52:15.309153+00:00,30.18,6085,113,70,telegram
eghtesadonline,354152,75239,economy,2026-08-02T14:22:01+00:00,5,2026-08-02T14:27:44.597984+00:00,5.61,371,0,5,telegram
eghtesadonline,354152,75239,economy,2026-08-02T14:22:01+00:00,10,2026-08-02T14:32:53.001436+00:00,10.74,559,0,5,telegram
eghtesadonline,354152,75239,economy,2026-08-02T14:22:01+00:00,20,2026-08-02T14:43:10.943201+00:00,21.03,1113,3,6,telegram
eghtesadonline,354152,75239,economy,2026-08-02T14:22:01+00:00,30,2026-08-02T14:52:11.035690+00:00,30.04,1517,4,6,telegram
farsna,454056,1804817,general_news,2026-08-02T14:23:04+00:00,5,2026-08-02T14:29:10.266972+00:00,5.84,1349,0,11,telegram
farsna,454056,1804817,general_news,2026-08-02T14:23:04+00:00,10,2026-08-02T14:34:18.708006+00:00,10.98,2035,0,11,telegram
farsna,454056,1804817,general_news,2026-08-02T14:23:04+00:00,20,2026-08-02T14:44:36.557587+00:00,21.28,3044,0,21,telegram
farsna,454056,1804817,general_news,2026-08-02T14:23:04+00:00,30,2026-08-02T14:53:36.555871+00:00,30.28,3736,0,21,telegram
khabarfouri,555894,4814534,general_news,2026-08-02T14:23:27+00:00,5,2026-08-02T14:28:57.577634+00:00,5.46,2085,0,1,telegram
khabarfouri,555894,4814534,general_news,2026-08-02T14:23:27+00:00,10,2026-08-02T14:34:05.916440+00:00,10.6,4147,0,1,telegram
khabarfouri,555894,4814534,general_news,2026-08-02T14:23:27+00:00,20,2026-08-02T14:44:23.602770+00:00,20.89,7204,0,1,telegram
khabarfouri,555894,4814534,general_news,2026-08-02T14:23:27+00:00,30,2026-08-02T14:54:40.763472+00:00,31.18,9251,0,1,telegram
tweetychannel,409616,774907,social_entertainment,2026-08-02T14:25:13+00:00,5,2026-08-02T14:31:40.083222+00:00,6.26,2043,52,34,telegram
tweetychannel,409616,774907,social_entertainment,2026-08-02T14:25:13+00:00,10,2026-08-02T14:35:31.728540+00:00,10.12,3056,69,34,telegram
tweetychannel,409616,774907,social_entertainment,2026-08-02T14:25:13+00:00,20,2026-08-02T14:45:49.237273+00:00,20.41,5073,91,35,telegram
tweetychannel,409616,774907,social_entertainment,2026-08-02T14:25:13+00:00,30,2026-08-02T14:56:06.949201+00:00,30.7,6085,97,35,telegram
akharinkhabar,623852,1959423,general_news,2026-08-02T14:26:27+00:00,5,2026-08-02T14:31:41.580605+00:00,5.02,2058,0,0,telegram
akharinkhabar,623852,1959423,general_news,2026-08-02T14:26:27+00:00,10,2026-08-02T14:36:50.125839+00:00,10.17,4109,0,0,telegram
akharinkhabar,623852,1959423,general_news,2026-08-02T14:26:27+00:00,20,2026-08-02T14:47:07.739895+00:00,20.46,7193,0,0,telegram
akharinkhabar,623852,1959423,general_news,2026-08-02T14:26:27+00:00,30,2026-08-02T14:57:25.650458+00:00,30.76,10819,0,0,telegram
farsna,454057,1804817,general_news,2026-08-02T14:28:04+00:00,5,2026-08-02T14:34:18.707842+00:00,5.98,1034,0,12,telegram
farsna,454057,1804817,general_news,2026-08-02T14:28:04+00:00,10,2026-08-02T14:39:26.894215+00:00,11.12,1732,0,12,telegram
farsna,454057,1804817,general_news,2026-08-02T14:28:04+00:00,20,2026-08-02T14:48:28.084798+00:00,20.13,3036,0,12,telegram
farsna,454057,1804817,general_news,2026-08-02T14:28:04+00:00,30,2026-08-02T14:59:26.677118+00:00,31.11,4041,0,12,telegram
footballiapp,493142,49742,sport,2026-08-02T14:29:58+00:00,5,2026-08-02T14:35:24.449807+00:00,5.37,126,0,2,telegram
footballiapp,493142,49742,sport,2026-08-02T14:29:58+00:00,10,2026-08-02T14:40:32.716953+00:00,10.5,249,0,2,telegram
footballiapp,493142,49742,sport,2026-08-02T14:29:58+00:00,20,2026-08-02T14:50:51.036310+00:00,20.81,341,0,3,telegram
footballiapp,493142,49742,sport,2026-08-02T14:29:58+00:00,30,2026-08-02T15:00:32.362800+00:00,30.5,402,0,3,telegram
thezoomit,98268,129359,technology,2026-08-02T14:30:01+00:00,5,2026-08-02T14:35:20.154269+00:00,5.32,750,25,9,telegram
thezoomit,98268,129359,technology,2026-08-02T14:30:01+00:00,10,2026-08-02T14:40:28.315582+00:00,10.45,1126,38,12,telegram
thezoomit,98268,129359,technology,2026-08-02T14:30:01+00:00,20,2026-08-02T14:50:46.836730+00:00,20.76,1904,50,16,telegram
thezoomit,98268,129359,technology,2026-08-02T14:30:01+00:00,30,2026-08-02T15:00:28.095538+00:00,30.45,2334,52,17,telegram
tweetychannel,409617,774907,social_entertainment,2026-08-02T14:30:20+00:00,5,2026-08-02T14:36:48.737959+00:00,6.29,2029,58,1,telegram
tweetychannel,409617,774907,social_entertainment,2026-08-02T14:30:20+00:00,10,2026-08-02T14:40:39.976244+00:00,10.14,2033,70,1,telegram
tweetychannel,409617,774907,social_entertainment,2026-08-02T14:30:20+00:00,20,2026-08-02T14:50:58.196103+00:00,20.44,5069,92,1,telegram
tweetychannel,409617,774907,social_entertainment,2026-08-02T14:30:20+00:00,30,2026-08-02T15:00:39.421045+00:00,30.13,6080,116,1,telegram
tweetychannel,409618,774907,social_entertainment,2026-08-02T14:32:08+00:00,5,2026-08-02T14:38:05.615737+00:00,5.77,1021,55,0,telegram
tweetychannel,409618,774907,social_entertainment,2026-08-02T14:32:08+00:00,10,2026-08-02T14:43:15.118940+00:00,10.91,2038,76,0,telegram
tweetychannel,409618,774907,social_entertainment,2026-08-02T14:32:08+00:00,20,2026-08-02T14:53:32.347880+00:00,21.21,5068,101,0,telegram
tweetychannel,409618,774907,social_entertainment,2026-08-02T14:32:08+00:00,30,2026-08-02T15:03:13.783452+00:00,30.9,6082,128,0,telegram
tweetfrsi,21585,663661,entertainment,2026-08-02T14:32:19+00:00,5,2026-08-02T14:38:02.872527+00:00,5.59,859,46,7,telegram
tweetfrsi,21585,663661,entertainment,2026-08-02T14:32:19+00:00,10,2026-08-02T14:43:12.356413+00:00,10.73,1350,69,8,telegram
tweetfrsi,21585,663661,entertainment,2026-08-02T14:32:19+00:00,20,2026-08-02T14:53:29.540953+00:00,21.03,2172,106,12,telegram
tweetfrsi,21585,663661,entertainment,2026-08-02T14:32:19+00:00,30,2026-08-02T15:03:10.982163+00:00,30.72,2846,125,16,telegram
tweetychannel,409619,774907,social_entertainment,2026-08-02T14:33:01+00:00,5,2026-08-02T14:39:22.559696+00:00,6.17,1020,2,0,telegram
tweetychannel,409619,774907,social_entertainment,2026-08-02T14:33:01+00:00,10,2026-08-02T14:43:15.118887+00:00,10.03,2041,4,0,telegram
tweetychannel,409619,774907,social_entertainment,2026-08-02T14:33:01+00:00,20,2026-08-02T14:53:32.347870+00:00,20.33,5088,4,0,telegram
tweetychannel,409619,774907,social_entertainment,2026-08-02T14:33:01+00:00,30,2026-08-02T15:03:13.783443+00:00,30.02,6105,5,0,telegram
khabarfouri,555895,4814534,general_news,2026-08-02T14:33:02+00:00,5,2026-08-02T14:39:14.155053+00:00,6.15,3068,0,0,telegram
khabarfouri,555895,4814534,general_news,2026-08-02T14:33:02+00:00,10,2026-08-02T14:43:06.730427+00:00,10.01,4095,0,0,telegram
khabarfouri,555895,4814534,general_news,2026-08-02T14:33:02+00:00,20,2026-08-02T14:53:23.675251+00:00,20.31,6143,0,0,telegram
khabarfouri,555895,4814534,general_news,2026-08-02T14:33:02+00:00,30,2026-08-02T15:03:05.094671+00:00,30.0,8182,0,0,telegram
footballiapp,493143,49742,sport,2026-08-02T14:34:03+00:00,5,2026-08-02T14:39:15.580087+00:00,5.14,157,3,1,telegram
footballiapp,493143,49742,sport,2026-08-02T14:34:03+00:00,10,2026-08-02T14:44:25.068244+00:00,10.29,248,4,1,telegram
footballiapp,493143,49742,sport,2026-08-02T14:34:03+00:00,20,2026-08-02T14:54:42.180498+00:00,20.58,370,4,1,telegram
footballiapp,493143,49742,sport,2026-08-02T14:34:03+00:00,30,2026-08-02T15:04:23.774128+00:00,30.27,450,6,1,telegram
varzesh3,298720,1296311,sport,2026-08-02T14:35:10+00:00,5,2026-08-02T14:40:34.165027+00:00,5.3,8306,0,0,telegram
varzesh3,298720,1296311,sport,2026-08-02T14:35:10+00:00,10,2026-08-02T14:45:43.605333+00:00,10.46,16619,0,1,telegram
varzesh3,298720,1296311,sport,2026-08-02T14:35:10+00:00,20,2026-08-02T14:56:01.076127+00:00,20.75,29020,0,1,telegram
varzesh3,298720,1296311,sport,2026-08-02T14:35:10+00:00,30,2026-08-02T15:05:42.446580+00:00,30.44,36322,0,1,telegram
varzesh3,298721,1296311,sport,2026-08-02T14:35:12+00:00,5,2026-08-02T14:40:34.164778+00:00,5.27,9347,0,0,telegram
varzesh3,298721,1296311,sport,2026-08-02T14:35:12+00:00,10,2026-08-02T14:45:43.605125+00:00,10.43,16619,0,0,telegram
varzesh3,298721,1296311,sport,2026-08-02T14:35:12+00:00,20,2026-08-02T14:56:01.075906+00:00,20.72,30064,0,34,telegram
varzesh3,298721,1296311,sport,2026-08-02T14:35:12+00:00,30,2026-08-02T15:05:42.446226+00:00,30.41,40386,0,34,telegram
eghtesadonline,354153,75239,economy,2026-08-02T14:37:15+00:00,5,2026-08-02T14:43:10.942993+00:00,5.79,463,5,0,telegram
eghtesadonline,354153,75239,economy,2026-08-02T14:37:15+00:00,10,2026-08-02T14:48:19.456248+00:00,10.95,713,6,2,telegram
eghtesadonline,354153,75239,economy,2026-08-02T14:37:15+00:00,20,2026-08-02T14:59:18.024402+00:00,21.93,1640,7,3,telegram
eghtesadonline,354153,75239,economy,2026-08-02T14:37:15+00:00,30,2026-08-02T15:08:17.952898+00:00,30.93,2081,7,3,telegram
farsna,454058,1804817,general_news,2026-08-02T14:38:35+00:00,5,2026-08-02T14:44:36.557275+00:00,5.76,1311,0,10,telegram
farsna,454058,1804817,general_news,2026-08-02T14:38:35+00:00,10,2026-08-02T14:49:45.355532+00:00,10.9,1992,0,12,telegram
farsna,454058,1804817,general_news,2026-08-02T14:38:35+00:00,20,2026-08-02T14:59:26.676740+00:00,20.6,3031,0,22,telegram
farsna,454058,1804817,general_news,2026-08-02T14:38:35+00:00,30,2026-08-02T15:09:43.905260+00:00,30.88,3737,0,22,telegram
footballiapp,493144,49742,sport,2026-08-02T14:39:52+00:00,5,2026-08-02T14:45:42.168379+00:00,5.76,93,1,4,telegram
footballiapp,493144,49742,sport,2026-08-02T14:39:52+00:00,10,2026-08-02T14:50:51.036102+00:00,10.91,155,1,4,telegram
footballiapp,493144,49742,sport,2026-08-02T14:39:52+00:00,20,2026-08-02T15:00:32.362784+00:00,20.6,279,1,4,telegram
footballiapp,493144,49742,sport,2026-08-02T14:39:52+00:00,30,2026-08-02T15:10:49.747458+00:00,30.89,357,2,4,telegram
tweetychannel,409620,774907,social_entertainment,2026-08-02T14:41:08+00:00,5,2026-08-02T14:47:06.336456+00:00,5.78,2056,20,34,telegram
tweetychannel,409620,774907,social_entertainment,2026-08-02T14:41:08+00:00,10,2026-08-02T14:52:15.309126+00:00,10.93,4088,28,34,telegram
tweetychannel,409620,774907,social_entertainment,2026-08-02T14:41:08+00:00,20,2026-08-02T15:01:56.546034+00:00,20.61,6116,45,35,telegram
tweetychannel,409620,774907,social_entertainment,2026-08-02T14:41:08+00:00,30,2026-08-02T15:12:14.119727+00:00,30.91,7130,58,69,telegram
tweetychannel,409621,774907,social_entertainment,2026-08-02T14:42:01+00:00,5,2026-08-02T14:48:23.688558+00:00,6.18,3062,169,0,telegram
tweetychannel,409621,774907,social_entertainment,2026-08-02T14:42:01+00:00,10,2026-08-02T14:52:15.309110+00:00,10.04,4087,190,0,telegram
tweetychannel,409621,774907,social_entertainment,2026-08-02T14:42:01+00:00,20,2026-08-02T15:03:13.783427+00:00,21.02,6123,226,1,telegram
tweetychannel,409621,774907,social_entertainment,2026-08-02T14:42:01+00:00,30,2026-08-02T15:12:14.119715+00:00,30.02,7135,235,1,telegram
varzesh3,298722,1296311,sport,2026-08-02T14:43:21+00:00,5,2026-08-02T14:49:35.207770+00:00,6.14,10408,0,0,telegram
varzesh3,298722,1296311,sport,2026-08-02T14:43:21+00:00,10,2026-08-02T14:54:43.609719+00:00,11.28,16656,0,0,telegram
varzesh3,298722,1296311,sport,2026-08-02T14:43:21+00:00,20,2026-08-02T15:04:25.204049+00:00,20.97,30050,0,0,telegram
varzesh3,298722,1296311,sport,2026-08-02T14:43:21+00:00,30,2026-08-02T15:14:43.759733+00:00,31.28,39350,0,0,telegram
varzesh3,298723,1296311,sport,2026-08-02T14:43:28+00:00,5,2026-08-02T14:49:35.206665+00:00,6.02,10450,0,0,telegram
varzesh3,298723,1296311,sport,2026-08-02T14:43:28+00:00,10,2026-08-02T14:54:43.609487+00:00,11.16,17673,0,0,telegram
varzesh3,298723,1296311,sport,2026-08-02T14:43:28+00:00,20,2026-08-02T15:04:25.203814+00:00,20.85,32108,0,0,telegram
varzesh3,298723,1296311,sport,2026-08-02T14:43:28+00:00,30,2026-08-02T15:14:43.758441+00:00,31.16,40445,0,0,telegram
thezoomit,98269,129359,technology,2026-08-02T14:45:01+00:00,5,2026-08-02T14:50:46.835625+00:00,5.76,772,7,1,telegram
thezoomit,98269,129359,technology,2026-08-02T14:45:01+00:00,10,2026-08-02T14:55:55.192286+00:00,10.9,1050,11,4,telegram
thezoomit,98269,129359,technology,2026-08-02T14:45:01+00:00,20,2026-08-02T15:05:36.610771+00:00,20.59,1608,18,4,telegram
thezoomit,98269,129359,technology,2026-08-02T14:45:01+00:00,30,2026-08-02T15:15:55.510553+00:00,30.9,1954,26,4,telegram
tweetychannel,409622,774907,social_entertainment,2026-08-02T14:47:01+00:00,5,2026-08-02T14:52:15.309087+00:00,5.04,2039,61,0,telegram
tweetychannel,409622,774907,social_entertainment,2026-08-02T14:47:01+00:00,10,2026-08-02T14:57:24.238559+00:00,10.19,4071,94,0,telegram
tweetychannel,409622,774907,social_entertainment,2026-08-02T14:47:01+00:00,20,2026-08-02T15:08:22.179632+00:00,21.16,5094,145,34,telegram
tweetychannel,409622,774907,social_entertainment,2026-08-02T14:47:01+00:00,30,2026-08-02T15:17:24.702306+00:00,30.2,7115,179,34,telegram
